name,url,image,audience score,price,pace,arch support,weight lab weight brand,lightweight,drop lab drop brand,strike pattern,midsole softness,difference in midsole softness in cold,toebox durability,heel padding durability,outsole durability,breathability,heel stack,forefoot stack,drop,flexibility / stiffness (new method),flexibility / stiffness (old method),brand,audience_score,price_usd,drop_mm,weight,weight_grams,trail terrain,heel stack lab heel stack brand,midsole width - forefoot,midsole width - heel,outsole thickness,weight (g),drop (mm),flexibility of the shoe (n),flexibility of the shoe (freezer 20 min) (n),flexibility of the shoe (% of change),"longitudinal flexibility (1-5 scale, 5 being the stiffest)","torsional flexibility (1-5 scale, 5 being the stiffest)",flexibility of the shoe (freezer 1 hour) (n),"longitudinal flexibility (on a 0-5 scale, 0 being the stiffest)","torsional flexibility (on a 0-5 scale, 0 being the stiffest)",agility and responsiveness,outsole hardness,fuelcell supercomp pacer v2
Brooks Glycerin GTS 20,https://runrepeat.com/brooks-glycerin-gts-20,https://cdn.runrepeat.com/storage/gallery/product_primary/38409/brooks-glycerin-gts-20-2-21232041-720.jpg,90 Great!,$160,Daily running,Stability,10.9 oz / 309g 10.5 oz / 298g,✗,11.0 mm 10.0 mm,Heel,23.4 HA,Small,Bad,Bad,Good,Moderate,36.5 mm,25.5 mm,11.0 mm,,24.9N,Brooks,90,160.0,11.0,10.9 oz (309g),309.0,,,,,,,,,,,,,,,,,,
Salomon Genesis,https://runrepeat.com/salomon-genesis,https://cdn.runrepeat.com/storage/gallery/product_primary/40306/salomon-genesis-21418127-720.jpg,92 Superb!,$150,,Neutral,9.9 oz / 282g 9.7 oz / 275g,,9.0 mm 8.0 mm,HeelMid/forefoot,22.4 HA,Small,Good,Good,Decent,Moderate,33.5 mm,24.5 mm,9.0 mm,12.6N,21.2N,Salomon,92,150.0,9.0,,,ModerateTechnical,33.5 mm 33.0 mm,,,,,,,,,,,,,,,,
Mizuno Wave Sky 8,https://runrepeat.com/mizuno-wave-sky-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40459/mizuno-wave-sky-8-21976365-720.jpg,91 Superb!,$170,Daily running,Neutral,9.6 oz / 271g 9.8 oz / 277g,,10.0 mm 8.0 mm,HeelMid/forefoot,14.0 HA,Normal,Good,Good,Bad,Moderate,40.7 mm,30.7 mm,10.0 mm,14.6N,22.1N,Mizuno,91,170.0,10.0,9.6 oz (271g),271.0,,,,,,,,,,,,,,,,,,
ASICS Gel Venture 8,https://runrepeat.com/asics-gel-venture-8,https://cdn.runrepeat.com/storage/gallery/product_primary/37157/asics-gel-venture-8-21166027-720.jpg,88 Great!,$70,,Neutral,10.4 oz / 295g 12.5 oz / 354g,,13.2 mm 10.0 mm,Heel,23.1 HA,Normal,Bad,Decent,Good,Breathable,34.2 mm,21.0 mm,13.2 mm,,14.9N,ASICS,88,70.0,13.2,10.4 oz (295g),295.0,LightModerate,34.2 mm,,,,,,,,,,,,,,,,
Brooks Ghost 17,https://runrepeat.com/brooks-ghost-17,https://cdn.runrepeat.com/storage/gallery/product_primary/40767/brooks-ghost-17-23734399-720.jpg,N/A,$150,Daily running,Neutral,10.2 oz / 289g 10.1 oz / 286g,,10.4 mm 10.0 mm,Heel,17.0 HA,Normal,Decent,Good,Good,3,36.2 mm,25.8 mm,10.4 mm,10.9N,,Brooks,N/A,150.0,10.4,10.2 oz (289g),289.0,,,,,,,,,,,,,,,,,,
Saucony Endorphin Elite 2,https://runrepeat.com/saucony-endorphin-elite-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40476/saucony-endorphin-elite-2-23261129-720.jpg,86 Good!,$290,Competition,Neutral,6.9 oz / 197g 7 oz / 199g,✓,7.5 mm 8.0 mm,Mid/forefoot,6.5 HA,Normal,Good,Good,Good,Breathable,39.9 mm,32.4 mm,7.5 mm,17.5N,,Saucony,86,290.0,7.5,6.9 oz (197g),197.0,,,,,,,,,,,,,,,,,,
Altra Lone Peak 6,https://runrepeat.com/altra-lone-peak-6,https://cdn.runrepeat.com/storage/gallery/product_primary/38006/merrell-nova-2-21-16359629-720.jpg,89 Great!,$140,,Neutral,9.8 oz / 278g 9.7 oz / 275g,,0.6 mm 0.0 mm,Mid/forefoot,-,-,-,-,-,-,25.1 mm,24.5 mm,0.6 mm,,33.4N,Altra,89,140.0,0.6,9.8 oz (278g),278.0,ModerateTechnical,25.1 mm 25.0 mm,111.4 mm,,,,,,,,,,,,,,,
Adidas Terrex Agravic Speed Ultra,https://runrepeat.com/adidas-terrex-agravic-speed-ultra,https://cdn.runrepeat.com/storage/gallery/product_primary/40181/adidas-terrex-agravic-speed-ultra-22624886-720.jpg,90 Great!,$220,,Neutral,9.1 oz / 259g 9.5 oz / 270g,,0.3 mm 8.0 mm,Mid/forefoot,20.5 HA,Small,Good,Good,Decent,Moderate,30.6 mm,30.3 mm,0.3 mm,15.3N,28.9N,Adidas,90,220.0,0.3,,,Light,30.6 mm 38.0 mm,,,,,,,,,,,,,,,,
Topo Ultraventure 3,https://runrepeat.com/topo-athletic-ultraventure-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39268/topo-ultraventure-3-22605073-720.jpg,88 Great!,$150,,Neutral,9.7 oz / 276g 10.2 oz / 289g,,6.3 mm 5.0 mm,Mid/forefoot,18.5 HA,Small,Decent,Decent,Good,Moderate,37.2 mm,30.9 mm,6.3 mm,12.9N,21.2N,Topo Athletic,88,150.0,6.3,,,Light,37.2 mm 35.0 mm,,,,,,,,,,,,,,,,
Altra Experience Form,https://runrepeat.com/altra-experience-form,https://cdn.runrepeat.com/storage/gallery/product_primary/40435/altra-experience-form-22148886-720.jpg,91 Superb!,$145,Daily running,Stability,9.2 oz / 261g 9.6 oz / 272g,,4.0 mm 4.0 mm,Mid/forefoot,20.1 HA,Big,Decent,Decent,Decent,4,29.9 mm,25.9 mm,4.0 mm,,21.5N,Altra,91,145.0,4.0,9.2 oz (261g),261.0,,,,,,,,,,,,,,,,,,
Altra Escalante Racer,https://runrepeat.com/altra-escalante-racer,https://cdn.runrepeat.com/storage/gallery/product_primary/30523/altra-escalante-racer-21452199-720.jpg,91 Superb!,$140,CompetitionTempo,Neutral,7.3 oz / 208g 6.8 oz / 193g,✓,0.5 mm 0.0 mm,Mid/forefoot,30.8 HA,Small,Good,Good,Decent,Breathable,19.0 mm,18.5 mm,0.5 mm,,10.9N,Altra,91,140.0,0.5,7.3 oz (208g),208.0,,,,,,,,,,,,,,,,,,
On Cloudmonster Hyper,https://runrepeat.com/on-cloudmonster-hyper,https://cdn.runrepeat.com/storage/gallery/product_primary/40365/on-cloudmonster-hyper-21561940-720.jpg,89 Great!,$220,Daily runningTempo,Neutral,9.1 oz / 258g 9 oz / 255g,✗,6.7 mm 6.0 mm,Mid/forefoot,17.5 HA,Small,Decent,Bad,Good,Moderate,39.7 mm,33.0 mm,6.7 mm,15.8N,23.2N,On,89,220.0,6.7,,,,,,,,,,,,,,,,,,,,
Brooks Launch 10,https://runrepeat.com/brooks-launch-10,https://cdn.runrepeat.com/storage/gallery/product_primary/39685/brooks-launch-10-21189523-720.jpg,87 Great!,$110,Daily runningTempo,Neutral,8.1 oz / 230g 8.2 oz / 232g,✓,10.0 mm 10.0 mm,HeelMid/forefoot,19.8 HA,Normal,Decent,Good,Good,Moderate,33.8 mm,23.8 mm,10.0 mm,13.3N,18.2N,Brooks,87,110.0,10.0,,,,,,,,,,,,,,,,,,,,
Saucony Triumph 21,https://runrepeat.com/saucony-triumph-21,https://cdn.runrepeat.com/storage/gallery/product_primary/39928/saucony-triumph-21-21230526-720.jpg,87 Great!,$160,Daily running,Neutral,9.9 oz / 282g 10 oz / 283g,,10.5 mm 10.0 mm,Heel,16.8 HA,Normal,Decent,Decent,Good,Moderate,39.1 mm,28.6 mm,10.5 mm,11.5N,22.0N,Saucony,87,160.0,10.5,9.9 oz (282g),282.0,,,,,,,,,,,,,,,,,,
Hoka Rincon 3,https://runrepeat.com/hoka-rincon-3,https://cdn.runrepeat.com/storage/gallery/product_primary/37540/hoka-rincon-3-21208103-720.jpg,87 Great!,$125,Daily runningTempo,Neutral,7.3 oz / 208g 7.4 oz / 210g,✓,6.2 mm 5.0 mm,Mid/forefoot,23.4 HA,Small,Decent,Good,Good,Breathable,31.8 mm,25.6 mm,6.2 mm,13.2N,19.1N,HOKA,87,125.0,6.2,,,,,,,,,,,,,,,,,,,,
On Cloudswift 4,https://runrepeat.com/on-cloudswift-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40770/on-cloudswift-4-23377132-720.jpg,86 Good!,$170,Daily running,Neutral,10.3 oz / 291g 9.8 oz / 278g,✗,10.4 mm 8.0 mm,Heel,36.1 HA,Small,Decent,Good,Good,Moderate,32.7 mm,22.3 mm,10.4 mm,10.7N,,On,86,170.0,10.4,10.3 oz (291g),291.0,,,,,,,,,,,,,,,,,,
Hoka Stinson 7,https://runrepeat.com/hoka-stinson-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40135/hoka-stinson-7-21208110-720.jpg,85 Good!,$170,,Neutral,12.1 oz / 342g 12.9 oz / 365g,,7.0 mm 5.0 mm,Mid/forefoot,18.9 HA,Big,Very bad,Bad,Decent,Moderate,40.0 mm,33.0 mm,7.0 mm,23.6N,33.5N,HOKA,85,170.0,7.0,,,LightModerate,40.0 mm 42.0 mm,,,,,,,,,,,,,,,,
On Cloudswift 3,https://runrepeat.com/on-cloudswift-3,https://cdn.runrepeat.com/storage/gallery/product_primary/39887/on-cloudswift-3-21216748-720.jpg,88 Great!,$160,Daily running,Neutral,10.9 oz / 309g 10.9 oz / 309g,,9.7 mm 8.0 mm,HeelMid/forefoot,-,-,Good,-,-,4,34.0 mm,24.3 mm,9.7 mm,14.1N,26.5N,On,88,160.0,9.7,10.9 oz (309g),309.0,,,,,,,,,,,,,,,,,,
Saucony Peregrine 14,https://runrepeat.com/saucony-peregrine-14,https://cdn.runrepeat.com/storage/gallery/product_primary/40312/saucony-peregrine-14-21408357-720.jpg,88 Great!,$140,,Neutral,9.4 oz / 266g 9.4 oz / 267g,,2.2 mm 4.0 mm,Mid/forefoot,26.0 HA,Small,Decent,Decent,Good,Moderate,27.3 mm,25.1 mm,2.2 mm,11.5N,22.0N,Saucony,88,140.0,2.2,,,ModerateTechnical,27.3 mm 31.0 mm,,,,,,,,,,,,,,,,
Nike Structure 25,https://runrepeat.com/nike-structure-25,https://cdn.runrepeat.com/storage/gallery/product_primary/40189/nike-structure-25-primary-21282143-720.jpg,82 Good!,$140,Daily running,Stability,10.7 oz / 302g 11.4 oz / 322g,✗,12.1 mm 10.0 mm,Heel,17.0 HA,Small,Good,Good,Good,Moderate,36.7 mm,24.6 mm,12.1 mm,15.2N,22.1N,Nike,82,140.0,12.1,,,,,,,,,,,,,,,,,,,,
Adidas Ultraboost 22,https://runrepeat.com/adidas-ultraboost-22,https://cdn.runrepeat.com/storage/gallery/product_primary/37944/adidas-ultraboost-22-21173726-720.jpg,90 Great!,$190,Daily running,Neutral,10.6 oz / 301g 11.7 oz / 332g,,12.7 mm 10.0 mm,Heel,35.0 HA,Small,-,-,-,-,33.9 mm,21.2 mm,12.7 mm,,27.6N,Adidas,90,190.0,12.7,10.6 oz (301g),301.0,,,117.7 mm,,,,,,,,,,,,,,,
PUMA Deviate Nitro Elite,https://runrepeat.com/puma-deviate-nitro-elite,https://cdn.runrepeat.com/storage/gallery/product_primary/37135/puma-deviate-nitro-elite-21216752-720.jpg,93 Superb!,$200,Competition,Neutral,7.1 oz / 200g 6.7 oz / 190g,✓,5.7 mm 8.0 mm,Mid/forefoot,14.8 HA,Normal,Bad,Good,-,Breathable,31.1 mm,25.4 mm,5.7 mm,,41.0N,PUMA,93,200.0,5.7,7.1 oz (200g),200.0,,,,,,,,,,,,,,,,,,
Topo Atmos,https://runrepeat.com/topo-athletic-atmos,https://cdn.runrepeat.com/storage/gallery/product_primary/40413/topo-atmos-22539200-720.jpg,90 Great!,$160,Daily running,Neutral,9.7 oz / 275g 9.7 oz / 275g,✗,5.3 mm 5.0 mm,Mid/forefoot,20.0 HA,Normal,Decent,Good,Good,Moderate,37.8 mm,32.5 mm,5.3 mm,15.1N,29.6N,Topo Athletic,90,160.0,5.3,,,,,,,,,,,,,,,,,,,,
Adidas 4DFWD,https://runrepeat.com/adidas-4dfwd,https://cdn.runrepeat.com/storage/gallery/product_primary/37536/adidas-4-dfwd-21166014-720.jpg,90 Great!,$200,Daily running,Neutral,11.9 oz / 336g 11.5 oz / 327g,,8.9 mm 10.0 mm,HeelMid/forefoot,38.9 HA,Small,-,Good,-,2,33.3 mm,24.4 mm,8.9 mm,,25.1N,Adidas,90,200.0,8.9,11.9 oz (336g),336.0,,,,,,,,,,,,,,,,,,
ASICS Trabuco Max 3,https://runrepeat.com/asics-trabuco-max-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40305/asics-trabuco-max-3-21395823-720.jpg,86 Good!,$160,,Neutral,10.9 oz / 308g 10.5 oz / 298g,,8.5 mm 5.0 mm,HeelMid/forefoot,18.6 HA,Small,Good,Good,Decent,Warm,42.4 mm,33.9 mm,8.5 mm,18.1N,33.7N,ASICS,86,160.0,8.5,,,ModerateTechnical,42.4 mm 43.0 mm,,,,,,,,,,,,,,,,
ASICS Trabuco Max 4,https://runrepeat.com/asics-trabuco-max-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40647/asics-trabuco-max-4-23555595-720.jpg,86 Good!,$160,,Neutral,11 oz / 312g 0.2 oz / 5g,,6.1 mm 5.0 mm,Mid/forefoot,20.1 HA,Small,Decent,Good,Decent,Moderate,39.3 mm,33.2 mm,6.1 mm,26.4N,,ASICS,86,160.0,6.1,11.0 oz (312g),312.0,Light,39.3 mm 41.0 mm,,,,,,,,,,,,,,,,
Saucony Endorphin Shift 3,https://runrepeat.com/saucony-endorphin-shift-3,https://cdn.runrepeat.com/storage/gallery/product_primary/37961/saucony-endorphin-shift-3-21237225-720.jpg,89 Great!,$150,Daily running,Neutral,9.6 oz / 272g 9.4 oz / 266g,,6.5 mm 4.0 mm,Mid/forefoot,22.0 HA,Normal,-,-,-,4,39.6 mm,33.1 mm,6.5 mm,,43.9N,Saucony,89,150.0,6.5,9.6 oz (272g),272.0,,,,,,,,,,,,,,,,,,
On Cloudstratus,https://runrepeat.com/on-cloudstratus,https://cdn.runrepeat.com/storage/gallery/product_primary/32397/on-cloudstratus-2-21216745-720.jpg,91 Superb!,$170,Daily running,Stability,10.3 oz / 293g 11.1 oz / 315g,,9.7 mm 8.0 mm,HeelMid/forefoot,29.9 HA,Small,Bad,Bad,Decent,3,33.8 mm,24.1 mm,9.7 mm,,23.8N,On,91,170.0,9.7,10.3 oz (293g),293.0,,,,,,,,,,,,,,,,,,
ASICS Gel Kayano 28,https://runrepeat.com/asics-gel-kayano-28,https://cdn.runrepeat.com/storage/gallery/product_primary/37285/asics-gel-kayano-28-hero-2-15915062-720.jpg,90 Great!,$160,Daily running,Stability,10.7 oz / 302g 10.8 oz / 305g,,8.7 mm 10.0 mm,HeelMid/forefoot,-,-,-,-,-,-,31.8 mm,23.1 mm,8.7 mm,,,ASICS,90,160.0,8.7,10.7 oz (302g),302.0,,,113.4 mm,94.4 mm,4.2 mm,,,,,,,,,,,,,
Saucony Endorphin Speed 2,https://runrepeat.com/saucony-endorphin-speed-2,https://cdn.runrepeat.com/storage/gallery/product_primary/37287/saucony-endorphin-speed-2-hero-2-15915113-720.jpg,90 Great!,$160,Tempo,Neutral,8.1 oz / 229g 8 oz / 227g,✓,9.2 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,3,35.3 mm,26.1 mm,9.2 mm,,39.6N,Saucony,90,160.0,9.2,8.1 oz (229g),229.0,,,,,,,,,,,,,,,,,,
Hoka Kawana,https://runrepeat.com/hoka-kawana,https://cdn.runrepeat.com/storage/gallery/product_primary/38009/hoka-kawana-21236513-720.jpg,86 Good!,$140,Daily running,Neutral,10.7 oz / 303g 10.7 oz / 303g,✗,5.7 mm 5.0 mm,Mid/forefoot,21.4 HA,Normal,Bad,-,-,Moderate,32.8 mm,27.1 mm,5.7 mm,,21.4N,HOKA,86,140.0,5.7,10.7 oz (303g),303.0,,,,,,,,,,,,,,,,,,
Brooks Hyperion Elite 4,https://runrepeat.com/brooks-hyperion-elite-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40130/brooks-hyperion-elite-4-21503911-720.jpg,87 Great!,$250,CompetitionTempo,Neutral,7.8 oz / 220g 7.8 oz / 221g,✓,11.8 mm 8.0 mm,Heel,23.9 HA,Small,Decent,Good,Good,Breathable,39.1 mm,27.3 mm,11.8 mm,26.8N,63.0N,Brooks,87,250.0,11.8,,,,,,,,,,,,,,,,,,,,
ASICS Gel Venture 9,https://runrepeat.com/asics-gel-venture-9,https://cdn.runrepeat.com/storage/gallery/product_primary/39718/asics-gel-venture-9-21166028-720.jpg,84 Good!,$80,,Neutral,11.1 oz / 314g 10.6 oz / 300g,,10.4 mm,Heel,24.6 HA,Normal,Very bad,Decent,-,Moderate,33.3 mm,22.9 mm,10.4 mm,12.7N,20.1N,ASICS,84,80.0,10.4,,,LightModerate,33.3 mm,,,,,,,,,,,,,,,,
Altra Experience Flow 2,https://runrepeat.com/altra-experience-flow-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40799/altra-experience-flow-2-23723022-720.jpg,N/A,$140,Daily running,Neutral,8.3 oz / 235g 8.1 oz / 231g,✓,4.4 mm 4.0 mm,Mid/forefoot,14.1 HA,Normal,Decent,Good,Decent,Moderate,30.3 mm,25.9 mm,4.4 mm,10.0N,,Altra,N/A,140.0,4.4,8.3 oz (235g),235.0,,,,,,,,,,,,,,,,,,
Altra Lone Peak 7,https://runrepeat.com/altra-lone-peak-7,https://cdn.runrepeat.com/storage/gallery/product_primary/39517/altra-lone-peak-7-21232033-720.jpg,86 Good!,$150,,Neutral,10.4 oz / 294g 11 oz / 312g,,0.2 mm 0.0 mm,Mid/forefoot,28.3 HA,Normal,-,-,-,Moderate,23.3 mm,23.1 mm,0.2 mm,,24.4N,Altra,86,150.0,0.2,10.4 oz (294g),294.0,Moderate,23.3 mm 25.0 mm,,,,,,,,,,,,,,,,
PUMA Velocity Nitro 3,https://runrepeat.com/puma-velocity-nitro-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40300/puma-velocity-nitro-3-21383733-720.jpg,86 Good!,$135,Daily running,Neutral,9.3 oz / 264g 9.5 oz / 269g,✗,9.3 mm 10.0 mm,HeelMid/forefoot,17.9 HA,Small,Decent,Good,Decent,Moderate,34.8 mm,25.5 mm,9.3 mm,14.8N,25.4N,PUMA,86,135.0,9.3,,,,,,,,,,,,,,,,,,,,
ASICS Gel Cumulus 25,https://runrepeat.com/asics-gel-cumulus-25,https://cdn.runrepeat.com/storage/gallery/product_primary/39693/asics-gel-cumulus-25-21161597-720.jpg,88 Great!,$140,Daily running,Neutral,9.5 oz / 269g 9.5 oz / 269g,,11.2 mm 8.0 mm,Heel,17.6 HA,Normal,Decent,Good,-,Moderate,38.4 mm,27.2 mm,11.2 mm,14.7N,23.6N,ASICS,88,140.0,11.2,9.5 oz (269g),269.0,,,,,,,,,,,,,,,,,,
ASICS Gel Nimbus 24,https://runrepeat.com/asics-gel-nimbus-24,https://cdn.runrepeat.com/storage/gallery/product_primary/37946/asics-gel-nimbus-24-22-16360862-720.jpg,88 Great!,$160,Daily running,Neutral,9.3 oz / 265g 10.2 oz / 289g,,8.7 mm 10.0 mm,HeelMid/forefoot,-,-,-,-,-,-,,,,,,ASICS,88,160.0,,,,,,,,,280,8.7,32.4,38.5,39.5,3.0,3.0,,,,,,
Nike ZoomX Vaporfly NEXT% 2,https://runrepeat.com/nike-zoom-x-vaporfly-next-2,https://cdn.runrepeat.com/storage/gallery/product_primary/37049/nike-zoomx-vaporfly-next-2-15315048-720.jpg,91 Superb!,$225,Competition,Neutral,6.9 oz / 196g 6.9 oz / 196g,✓,7.7 mm 7.7 mm,Mid/forefoot,19.0 HA,-,-,-,-,Breathable,38.6 mm,30.9 mm,7.7 mm,,83.7N,Nike,91,225.0,7.7,6.9 oz (196g),196.0,,,,,,,,,,,,,,,,,,
Mizuno Wave Rider 27,https://runrepeat.com/mizuno-wave-rider-27,https://cdn.runrepeat.com/storage/gallery/product_primary/39992/mizuno-wave-rider-27-21208144-720.jpg,91 Superb!,$140,Daily running,Neutral,9.8 oz / 279g 9.9 oz / 280g,,13.2 mm 12.0 mm,Heel,23.3 HA,Small,Decent,Good,Good,Moderate,38.3 mm,25.1 mm,13.2 mm,13.6N,12.8N,Mizuno,91,140.0,13.2,9.8 oz (279g),279.0,,,,,,,,,,,,,,,,,,
Saucony Endorphin Pro 2,https://runrepeat.com/saucony-endorphin-pro-2,https://cdn.runrepeat.com/storage/gallery/product_primary/37286/saucony-endorphin-pro-2-hero-2-15915111-720.jpg,91 Superb!,$200,Competition,Neutral,7.6 oz / 215g 7.9 oz / 223g,✓,10.0 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,Breathable,,,,,,Saucony,91,200.0,,,,,,,,,215,10,94.3,103.4,9.65%,5,,,,,,,
Nike Air Zoom Pegasus 38,https://runrepeat.com/nike-air-zoom-pegasus-38,https://cdn.runrepeat.com/storage/gallery/product_primary/37184/nike-air-zoom-pegasus-38-hero-2-15915110-720.jpg,87 Great!,$120,Daily running,Neutral,10.3 oz / 291g 10 oz / 283g,,8.7 mm 10.0 mm,HeelMid/forefoot,-,-,-,-,-,Moderate,,,,,,Nike,87,120.0,,,,,,,,,291.0,8.7,27.6,,31.2,,,36.2,3,3,,,
New Balance Fuelcell Supercomp Trainer,https://runrepeat.com/new-balance-fuelcell-supercomp-trainer,https://cdn.runrepeat.com/storage/gallery/product_primary/39176/new-balance-fuelcell-supercomp-trainer-21236844-720.jpg,88 Great!,$180,Tempo,Neutral,10.5 oz / 298g 11.3 oz / 320g,✗,10.3 mm 8.0 mm,Heel,11.8 HA,Big,-,-,-,Breathable,40.2 mm,29.9 mm,10.3 mm,,62.1N,New Balance,88,180.0,10.3,10.5 oz (298g),298.0,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam Hierro v6,https://runrepeat.com/new-balance-fresh-foam-hierro-v-6,https://cdn.runrepeat.com/storage/gallery/product_primary/36861/new-balance-fresh-foam-hierro-v6-hero-2-15915122-720.jpg,89 Great!,$135,,Neutral,11.4 oz / 323g 11.9 oz / 337g,,9.2 mm 8.0 mm,HeelMid/forefoot,-,-,-,-,-,2,26.9 mm,17.7 mm,9.2 mm,,19.0N,New Balance,89,135.0,9.2,11.4 oz (323g),323.0,LightModerate,26.9 mm 28.0 mm,,,,,,,,,,,,,,,,
Adidas Adizero SL,https://runrepeat.com/adidas-adizero-sl,https://cdn.runrepeat.com/storage/gallery/product_primary/39493/adidas-adizero-sl-3-21158468-720.jpg,88 Great!,$120,Daily runningTempo,Neutral,8.8 oz / 249g 8.6 oz / 244g,✓,8.6 mm 10.0 mm,HeelMid/forefoot,22.1 HA,Normal,Decent,Good,Good,Breathable,34.9 mm,26.3 mm,8.6 mm,18.3N,22.3N,Adidas,88,120.0,8.6,,,,,,,,,,,,,,,,,,,,
Altra Experience Wild,https://runrepeat.com/altra-experience-wild,https://cdn.runrepeat.com/storage/gallery/product_primary/40379/altra-experience-wild-22638217-720.jpg,88 Great!,$145,,Neutral,10.1 oz / 285g 9.6 oz / 273g,,4.3 mm 4.0 mm,Mid/forefoot,17.5 HA,Normal,Decent,Decent,Good,Moderate,34.5 mm,30.2 mm,4.3 mm,13.8N,28.7N,Altra,88,145.0,4.3,,,LightModerate,34.5 mm 34.0 mm,,,,,,,,,,,,,,,,
Nike Winflo 10,https://runrepeat.com/nike-winflo-10,https://cdn.runrepeat.com/storage/gallery/product_primary/39813/nike-winflo-10-21212270-720.jpg,86 Good!,$100,Daily running,Neutral,9.5 oz / 269g 9.9 oz / 280g,✗,9.7 mm 10.0 mm,HeelMid/forefoot,16.1 HA,Big,Decent,Decent,Good,Moderate,33.5 mm,23.8 mm,9.7 mm,14.5N,21.7N,Nike,86,100.0,9.7,,,,,,,,,,,,,,,,,,,,
Nike ZoomX Streakfly,https://runrepeat.com/nike-zoom-x-streakfly,https://cdn.runrepeat.com/storage/gallery/product_primary/38033/nike-zoom-x-streakfly-21237199-720.jpg,87 Great!,$160,Tempo,Neutral,6 oz / 171g 6 oz / 171g,✓,6.3 mm 6.0 mm,Mid/forefoot,12.1 HA,Small,-,-,-,Breathable,31.7 mm,25.4 mm,6.3 mm,5.3N,13.0N,Nike,87,160.0,6.3,,,,,,,,,,,,,,,,,,,,
Salomon Aero Glide 2,https://runrepeat.com/salomon-aero-glide-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40363/salomon-aero-glide-2-22011337-720.jpg,93 Superb!,$160,Daily running,Neutral,9.5 oz / 268g 9.2 oz / 260g,✗,11.3 mm 10.0 mm,Heel,22.5 HA,Small,Good,Decent,Decent,Moderate,35.5 mm,24.2 mm,11.3 mm,16.9N,24.4N,Salomon,93,160.0,11.3,,,,,,,,,,,,,,,,,,,,
Nike Revolution 7,https://runrepeat.com/nike-revolution-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40209/nike-revolution-7-21216554-720.jpg,80 Good!,$70,Daily running,Neutral,9.9 oz / 281g 10 oz / 283g,,10.5 mm 10.0 mm,Heel,28.4 HA,Small,Bad,Good,Decent,Moderate,31.5 mm,21.0 mm,10.5 mm,12.3N,18.3N,Nike,80,70.0,10.5,9.9 oz (281g),281.0,,,,,,,,,,,,,,,,,,
