name,url,image,audience score,price,pace,arch support,weight lab weight brand,lightweight,drop lab drop brand,strike pattern,midsole softness,difference in midsole softness in cold,toebox durability,heel padding durability,outsole durability,breathability,heel stack,forefoot stack,drop,flexibility / stiffness (new method),flexibility / stiffness (old method),brand,audience_score,price_usd,drop_mm,weight,weight_grams,trail terrain,heel stack lab heel stack brand,midsole width - forefoot,midsole width - heel,outsole thickness,weight (g),drop (mm),flexibility of the shoe (n),flexibility of the shoe (freezer 20 min) (n),flexibility of the shoe (% of change),"longitudinal flexibility (1-5 scale, 5 being the stiffest)","torsional flexibility (1-5 scale, 5 being the stiffest)",flexibility of the shoe (freezer 1 hour) (n),"longitudinal flexibility (on a 0-5 scale, 0 being the stiffest)","torsional flexibility (on a 0-5 scale, 0 being the stiffest)",agility and responsiveness,outsole hardness,fuelcell supercomp pacer v2
Saucony Triumph 20,https://runrepeat.com/saucony-triumph-20,https://cdn.runrepeat.com/storage/gallery/product_primary/37983/saucony-triumph-20-21237232-720.jpg,87 Great!,$160,Daily running,Neutral,9.9 oz / 282g 9.7 oz / 275g,,10.4 mm 10.0 mm,Heel,18.8 HA,Normal,-,-,-,5,35.4 mm,25.0 mm,10.4 mm,,27.7N,Saucony,87,160.0,10.4,9.9 oz (282g),282.0,,,,,,,,,,,,,,,,,,
Adidas Runfalcon 5,https://runrepeat.com/adidas-runfalcon-5,https://cdn.runrepeat.com/storage/gallery/product_primary/40582/adidas-runfalcon-5-22267733-720.jpg,85 Good!,$65,Daily running,Neutral,9.7 oz / 275g 10.7 oz / 303g,,9.4 mm 10.0 mm,HeelMid/forefoot,26.1 HA,Small,Bad,Bad,Decent,Moderate,31.2 mm,21.8 mm,9.4 mm,12.0N,18.4N,Adidas,85,65.0,9.4,9.7 oz (275g),275.0,,,,,,,,,,,,,,,,,,
Brooks Launch 11,https://runrepeat.com/brooks-launch-11,https://cdn.runrepeat.com/storage/gallery/product_primary/40643/brooks-launch-11-22723085-720.jpg,83 Good!,$120,Daily runningTempo,Neutral,8.4 oz / 237g 7.7 oz / 218g,✓,9.5 mm 8.0 mm,HeelMid/forefoot,24.1 HA,Small,Decent,Bad,Good,Moderate,33.5 mm,24.0 mm,9.5 mm,14.9N,25.4N,Brooks,83,120.0,9.5,,,,,,,,,,,,,,,,,,,,
Nike Streakfly 2,https://runrepeat.com/nike-streakfly-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40695/nike-streakfly-2-22864143-720.jpg,83 Good!,$180,CompetitionTempo,Neutral,4.5 oz / 128g 5.1 oz / 144g,✓,3.7 mm 4.0 mm,Mid/forefoot,16.4 HA,Small,Bad,Good,Decent,Breathable,27.0 mm,23.3 mm,3.7 mm,7.0N,,Nike,83,180.0,3.7,4.5 oz (128g),128.0,,,,,,,,,,,,,,,,,,
ASICS Metaspeed Ray,https://runrepeat.com/asics-metaspeed-ray,https://cdn.runrepeat.com/storage/gallery/product_primary/40869/asics-metaspeed-ray-23526322-720.jpg,83 Good!,$300,Competition,Neutral,4.6 oz / 129g 4.6 oz / 129g,✓,9.8 mm 5.0 mm,HeelMid/forefoot,12.5 HA,Small,Bad,Good,Decent,Moderate,39.8 mm,30.0 mm,9.8 mm,16.3N,,ASICS,83,300.0,9.8,4.6 oz (129g),129.0,,,,,,,,,,,,,,,,,,
Hoka Gaviota 4,https://runrepeat.com/hoka-gaviota-4,https://cdn.runrepeat.com/storage/gallery/product_primary/39326/hoka-gaviota-4-21236510-720.jpg,86 Good!,$170,Daily running,Stability,11.4 oz / 324g 11.4 oz / 324g,,6.5 mm 5.0 mm,Mid/forefoot,28.4 HA,Normal,Decent,Bad,-,4,36.6 mm,30.1 mm,6.5 mm,,40.8N,HOKA,86,170.0,6.5,11.4 oz (324g),324.0,,,,,,,,,,,,,,,,,,
Brooks Revel 6,https://runrepeat.com/brooks-revel-6,https://cdn.runrepeat.com/storage/gallery/product_primary/39524/brooks-revel-6-21189529-720.jpg,86 Good!,$100,Daily running,Neutral,9.2 oz / 261g 8.8 oz / 249g,,13.2 mm 10.0 mm,Heel,20.1 HA,Big,Bad,Bad,Good,4,32.9 mm,19.7 mm,13.2 mm,,19.2N,Brooks,86,100.0,13.2,9.2 oz (261g),261.0,,,,,,,,,,,,,,,,,,
Saucony Guide 18,https://runrepeat.com/saucony-guide-18,https://cdn.runrepeat.com/storage/gallery/product_primary/40636/saucony-guide-18-22687917-720.jpg,80 Good!,$140,Daily running,Stability,9.8 oz / 278g 9.6 oz / 272g,,8.3 mm 6.0 mm,HeelMid/forefoot,23.0 HA,Small,Good,Decent,Good,Breathable,36.0 mm,27.7 mm,8.3 mm,13.2N,25.6N,Saucony,80,140.0,8.3,9.8 oz (278g),278.0,,,,,,,,,,,,,,,,,,
Saucony Guide 16,https://runrepeat.com/saucony-guide-16,https://cdn.runrepeat.com/storage/gallery/product_primary/39630/saucony-guide-16-21237228-720.jpg,88 Great!,$140,Daily running,Stability,9.7 oz / 275g 9.5 oz / 269g,,7.8 mm 8.0 mm,Mid/forefoot,20.0 HA,SmallNormal,-,Bad,-,3,32.6 mm,24.8 mm,7.8 mm,,20.5N,Saucony,88,140.0,7.8,9.7 oz (275g),275.0,,,,,,,,,,,,,,,,,,
Brooks Caldera 7,https://runrepeat.com/brooks-caldera-7,https://cdn.runrepeat.com/storage/gallery/product_primary/40280/brooks-caldera-7-21524387-720.jpg,88 Great!,$150,,Neutral,10.8 oz / 305g 10.6 oz / 300g,,8.9 mm 6.0 mm,HeelMid/forefoot,15.5 HA,Small,Decent,Good,Decent,Breathable,36.7 mm,27.8 mm,8.9 mm,17.6N,29.7N,Brooks,88,150.0,8.9,,,LightModerate,36.7 mm 39.0 mm,,,,,,,,,,,,,,,,
Adidas Adizero Boston 13,https://runrepeat.com/adidas-adizero-boston-13,https://cdn.runrepeat.com/storage/gallery/product_primary/40797/adidas-adizero-boston-13-23048569-720.jpg,90 Great!,$160,CompetitionTempo,Neutral,9 oz / 254g 9 oz / 255g,✗,6.0 mm 6.0 mm,Mid/forefoot,23.0 HA,Normal,Decent,Good,Good,Moderate,34.3 mm,28.3 mm,6.0 mm,15.4N,,Adidas,90,160.0,6.0,9.0 oz (254g),254.0,,,,,,,,,,,,,,,,,,
Xero Shoes Prio,https://runrepeat.com/xero-shoes-prio,https://cdn.runrepeat.com/storage/gallery/product_primary/29586/xero-shoes-prio-23058909-720.jpg,91 Superb!,$90,Daily running,Neutral,9.8 oz / 279g 7.4 oz / 210g,✗,0.4 mm 0.0 mm,Mid/forefoot,-,-,Good,Bad,Decent,2,12.2 mm,11.8 mm,0.4 mm,4.0N,,Xero Shoes,91,90.0,0.4,9.8 oz (279g),279.0,,,,,,,,,,,,,,,,,,
Salomon Thundercross,https://runrepeat.com/salomon-thundercross,https://cdn.runrepeat.com/storage/gallery/product_primary/40089/salomon-thundercross-2-21230513-720.jpg,89 Great!,$140,,Neutral,9.6 oz / 271g 10.2 oz / 290g,,3.0 mm 4.0 mm,Mid/forefoot,19.4 HA,Normal,Good,Decent,Good,Warm,27.6 mm,24.6 mm,3.0 mm,16.5N,29.2N,Salomon,89,140.0,3.0,,,ModerateTechnical,27.6 mm 31.0 mm,,,,,,,,,,,,,,,,
Altra VIA Olympus 2,https://runrepeat.com/altra-via-olympus-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40245/altra-via-olympus-2-21410260-720.jpg,85 Good!,$165,Daily running,Neutral,10.4 oz / 295g 10.5 oz / 297g,✗,-0.2 mm 0.0 mm,Mid/forefoot,14.5 HA,Small,Good,Good,Good,Warm,34.8 mm,35.0 mm,-0.2 mm,,41.3N,Altra,85,165.0,0.2,10.4 oz (295g),295.0,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X Hierro v8,https://runrepeat.com/new-balance-fresh-foam-x-hierro-v-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40394/new-balance-fresh-foam-x-hierro-v-8-21567033-720.jpg,82 Good!,$150,,Neutral,10.5 oz / 298g 11 oz / 311g,,8.1 mm 6.0 mm,HeelMid/forefoot,9.1 HA,Normal,Very bad,Decent,Good,Warm,32.2 mm,24.1 mm,8.1 mm,11.0N,14.9N,New Balance,82,150.0,8.1,,,LightModerate,32.2 mm 37.0 mm,,,,,,,,,,,,,,,,
Mizuno Neo Vista 2,https://runrepeat.com/mizuno-neo-vista-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40828/mizuno-neo-vista-2-23266001-720.jpg,82 Good!,$200,Daily runningTempo,Neutral,9.3 oz / 264g 9.4 oz / 266g,✗,8.5 mm 8.0 mm,HeelMid/forefoot,10.0 HA,Small,Good,Good,Good,Moderate,46.0 mm,37.5 mm,8.5 mm,13.5N,,Mizuno,82,200.0,8.5,9.3 oz (264g),264.0,,,,,,,,,,,,,,,,,,
Altra Lone Peak 8,https://runrepeat.com/altra-lone-peak-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40288/altra-lone-peak-8-primary-21408475-720.jpg,81 Good!,$140,,Neutral,10.2 oz / 288g 10.7 oz / 303g,,1.4 mm 0.0 mm,Mid/forefoot,29.3 HA,Small,Good,Decent,Decent,Moderate,22.7 mm,21.3 mm,1.4 mm,,21.3N,Altra,81,140.0,1.4,10.2 oz (288g),288.0,LightModerate,22.7 mm 25.0 mm,,,,,,,,,,,,,,,,
HOKA Mach X 3,https://runrepeat.com/hoka-mach-x-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40956/hoka-mach-x-3-23663994-720.jpg,N/A,$190,Daily runningTempo,Neutral,9.3 oz / 264g 8.9 oz / 252g,✗,9.5 mm 5.0 mm,HeelMid/forefoot,14.4 HA,Small,Decent,Good,Good,Moderate,42.9 mm,33.4 mm,9.5 mm,17.8N,,HOKA,N/A,190.0,9.5,9.3 oz (264g),264.0,,,,,,,,,,,,,,,,,,
Brooks Glycerin GTS 22,https://runrepeat.com/brooks-glycerin-gts-22,https://cdn.runrepeat.com/storage/gallery/product_primary/40659/brooks-glycerin-gts-22-22723084-720.jpg,78 Decent!,$165,Daily running,Stability,10.8 oz / 305g 10.7 oz / 303g,,10.1 mm 10.0 mm,Heel,24.1 HA,Normal,Decent,Good,Good,Breathable,37.8 mm,27.7 mm,10.1 mm,14.6N,26.0N,Brooks,78,165.0,10.1,10.8 oz (305g),305.0,,,,,,,,,,,,,,,,,,
Salomon Ultra Glide 2,https://runrepeat.com/salomon-ultra-glide-2,https://cdn.runrepeat.com/storage/gallery/product_primary/39552/salomon-ultra-glide-2-21237216-720.jpg,86 Good!,$150,,Neutral,10.1 oz / 286g 9.2 oz / 260g,,7.2 mm 6.0 mm,Mid/forefoot,18.0 HA,Big,Bad,-,-,Moderate,30.6 mm,23.4 mm,7.2 mm,13.9N,,Salomon,86,150.0,7.2,,,LightModerate,30.6 mm 32.0 mm,,,,,,,,,,,,,,Improved balance and stability.,,
Merrell Vapor Glove 6,https://runrepeat.com/merrell-vapor-glove-6,https://cdn.runrepeat.com/storage/gallery/product_primary/39721/merrell-vapor-glove-6-21208138-720.jpg,86 Good!,$90,Daily running,Neutral,5.6 oz / 159g 5.3 oz / 150g,✓,0.0 mm 0.0 mm,Mid/forefoot,-,-,Decent,Decent,Decent,3,7.6 mm,7.6 mm,0.0 mm,,2.2N,Merrell,86,90.0,0.0,5.6 oz (159g),159.0,,,,,,,,,,,,,,,,,,
Nike Zoom Fly 4,https://runrepeat.com/nike-zoom-fly-4,https://cdn.runrepeat.com/storage/gallery/product_primary/37760/nike-zoom-fly-4-hero-2-15915082-720.jpg,86 Good!,$160,Tempo,Neutral,9.6 oz / 271g 8.8 oz / 249g,✗,7.1 mm 8.0 mm,Mid/forefoot,-,-,-,-,-,-,38.4 mm,31.3 mm,7.1 mm,,56.3N,Nike,86,160.0,7.1,9.6 oz (271g),271.0,,,106.7 mm,,,,,,,,,,,,,,,
Skechers GO RUN Ride 11,https://runrepeat.com/skechers-go-run-ride-11,https://cdn.runrepeat.com/storage/gallery/product_primary/39822/skechers-go-run-ride-11-21230553-720.jpg,92 Superb!,$125,Daily running,Neutral,10.1 oz / 285g 9.7 oz / 275g,,6.5 mm 6.0 mm,Mid/forefoot,19.0 HA,SmallNormal,Decent,Bad,Good,Moderate,34.1 mm,27.6 mm,6.5 mm,12.5N,25.8N,Skechers,92,125.0,6.5,10.1 oz (285g),285.0,,,,,,,,,,,,,,,,,,
New Balance FuelCell Rebel v3,https://runrepeat.com/new-balance-fuel-cell-rebel-v-3,https://cdn.runrepeat.com/storage/gallery/product_primary/37962/new-balance-fuel-cell-rebel-v-3-21236843-720.jpg,89 Great!,$130,Tempo,Neutral,7.4 oz / 211g 7.4 oz / 211g,✓,9.0 mm 6.0 mm,HeelMid/forefoot,9.5 HA,Big,Decent,Bad,-,Breathable,31.7 mm,22.7 mm,9.0 mm,,14.4N,New Balance,89,130.0,9.0,7.4 oz (211g),211.0,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam Arishi v4,https://runrepeat.com/new-balance-fresh-foam-arishi-v4,https://cdn.runrepeat.com/storage/gallery/product_primary/39665/new-balance-fresh-foam-arishi-v-4-21208166-720.jpg,70 Bad!,$70,Daily running,Neutral,8.5 oz / 242g 8.7 oz / 246g,✓,7.7 mm 8.0 mm,Mid/forefoot,14.5 HA,Big,Bad,Bad,Good,Moderate,28.1 mm,20.4 mm,7.7 mm,7.0N,10.2N,New Balance,70,70.0,7.7,,,,,,,,,,,,,,,,,,,,
On Cloudvista 2,https://runrepeat.com/on-cloudvista-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40489/on-cloudvista-2-22325383-720.jpg,88 Great!,$150,,Neutral,10.3 oz / 292g 10.9 oz / 309g,,6.0 mm 5.0 mm,Mid/forefoot,29.3 HA,Small,Decent,Bad,Good,Warm,31.7 mm,25.7 mm,6.0 mm,14.9N,22.1N,On,88,150.0,6.0,,,Light,31.7 mm 29.0 mm,,,,,,,,,,,,,,,,
Saucony Peregrine 13,https://runrepeat.com/saucony-peregrine-13,https://cdn.runrepeat.com/storage/gallery/product_primary/39562/saucony-peregrine-13-21237230-720.jpg,89 Great!,$140,,Neutral,9.6 oz / 271g 9.6 oz / 271g,,3.9 mm 4.0 mm,Mid/forefoot,29.1 HA,Small,-,-,-,Moderate,27.5 mm,23.6 mm,3.9 mm,,20.8N,Saucony,89,140.0,3.9,9.6 oz (271g),271.0,Technical,27.5 mm 28.0 mm,,,,,,,,,,,,,,,,
Saucony Kinvara Pro,https://runrepeat.com/saucony-kinvara-pro,https://cdn.runrepeat.com/storage/gallery/product_primary/40041/saucony-kinvara-pro-22902204-720.jpg,89 Great!,$180,Daily runningTempo,Neutral,9.9 oz / 281g 9.5 oz / 269g,✗,10.3 mm 8.0 mm,Heel,24.1 HA,Small,Good,Good,Good,Warm,45.6 mm,35.3 mm,10.3 mm,26.4N,,Saucony,89,180.0,10.3,9.9 oz (281g),281.0,,,,,,,,,,,,,,,,,,
Brooks Catamount 3,https://runrepeat.com/brooks-catamount-3,https://cdn.runrepeat.com/storage/gallery/product_primary/40281/brooks-catamount-3-21529587-720.jpg,89 Great!,$170,,Neutral,9 oz / 255g 9.4 oz / 266g,✗,6.8 mm 6.0 mm,Mid/forefoot,20.4 HA,Normal,Very bad,Good,Decent,Warm,28.3 mm,21.5 mm,6.8 mm,,22.5N,Brooks,89,170.0,6.8,,,LightModerate,28.3 mm 30.0 mm,,,,,,,,,,,,,,,,
Adidas Ultraboost 21,https://runrepeat.com/adidas-ultraboost-21,https://cdn.runrepeat.com/storage/gallery/product_primary/36850/adidas-ultraboost-21-21161583-720.jpg,89 Great!,$180,Daily running,Neutral,12.5 oz / 355g 12 oz / 340g,,12.1 mm 10.0 mm,Heel,-,-,-,-,-,-,32.8 mm,20.7 mm,12.1 mm,,,Adidas,89,180.0,12.1,12.5 oz (355g),355.0,,,117.2 mm,92.8 mm,3.6 mm,,,,,,,,,,,,,
Nike InfinityRN 4,https://runrepeat.com/nike-infinityrn-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40120/nike-infinity-rn-4-21212249-720.jpg,86 Good!,$160,Daily running,Neutral,11.1 oz / 316g 11.1 oz / 316g,✗,9.8 mm 9.0 mm,HeelMid/forefoot,12.5 HA,Big,Good,Decent,Good,Moderate,34.2 mm,24.4 mm,9.8 mm,14.8N,15.8N,Nike,86,160.0,9.8,,,,,,,,,,,,,,,,,,,,
Altra Olympus 6,https://runrepeat.com/altra-olympus-6,https://cdn.runrepeat.com/storage/gallery/product_primary/40417/altra-olympus-6-21937348-720.jpg,82 Good!,$175,,Neutral,12.6 oz / 357g 12.5 oz / 354g,,0.7 mm 0.0 mm,Mid/forefoot,20.0 HA,Normal,Very good,Good,Good,Breathable,32.2 mm,31.5 mm,0.7 mm,17.5N,33.0N,Altra,82,175.0,0.7,,,LightModerate,32.2 mm 35.0 mm,,,,,,,,,,,,,,,,
Topo Ultraventure 4,https://runrepeat.com/topo-ultraventure-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40651/topo-ultraventure-4-23324426-720.jpg,85 Good!,$150,,Neutral,10.1 oz / 286g 10.1 oz / 285g,,6.6 mm 5.0 mm,Mid/forefoot,16.6 HA,Small,Bad,Decent,Good,Moderate,35.1 mm,28.5 mm,6.6 mm,13.1N,,Topo Athletic,85,150.0,6.6,10.1 oz (286g),286.0,Light,35.1 mm 35.0 mm,,,,,,,,,,,,,,,,
Altra FWD VIA,https://runrepeat.com/altra-fwd-via,https://cdn.runrepeat.com/storage/gallery/product_primary/40817/altra-fwd-via-23358375-720.jpg,85 Good!,$160,Daily running,Neutral,9 oz / 254g 9.5 oz / 269g,,6.5 mm 4.0 mm,Mid/forefoot,22.5 HA,Normal,Decent,Decent,Decent,3,35.9 mm,29.4 mm,6.5 mm,14.5N,,Altra,85,160.0,6.5,9.0 oz (254g),254.0,,,,,,,,,,,,,,,,,,
Nike Journey Run,https://runrepeat.com/nike-journey-run,https://cdn.runrepeat.com/storage/gallery/product_primary/40386/nike-journey-run-22113326-720.jpg,81 Good!,$90,Daily running,Neutral,10.5 oz / 298g 10.8 oz / 305g,✗,8.6 mm 10.0 mm,HeelMid/forefoot,23.5 HA,Big,Decent,Decent,Decent,Moderate,33.0 mm,24.4 mm,8.6 mm,15.3N,22.8N,Nike,81,90.0,8.6,,,,,,,,,,,,,,,,,,,,
On Cloudsurfer Max,https://runrepeat.com/on-cloudsurfer-max,https://cdn.runrepeat.com/storage/gallery/product_primary/40936/on-cloudsurfer-max-23703748-720.jpg,N/A,$180,Daily running,Neutral,10.3 oz / 292g 10.3 oz / 292g,,7.9 mm 6.0 mm,Mid/forefoot,21.9 HA,Normal,Decent,Decent,Decent,2,37.3 mm,29.4 mm,7.9 mm,18.2N,,On,N/A,180.0,7.9,10.3 oz (292g),292.0,,,,,,,,,,,,,,,,,,
Altra Vanish Carbon 2,https://runrepeat.com/altra-vanish-carbon-2,https://cdn.runrepeat.com/storage/gallery/product_primary/40345/altra-vanish-carbon-2-21831139-720.jpg,90 Great!,$260,CompetitionTempo,Neutral,7.4 oz / 210g 8.1 oz / 229g,✓,3.7 mm 0.0 mm,Mid/forefoot,22.8 HA,Small,Bad,Good,Decent,Breathable,33.1 mm,29.4 mm,3.7 mm,,27.8N,Altra,90,260.0,3.7,7.4 oz (210g),210.0,,,,,,,,,,,,,,,,,,
Under Armour SlipSpeed Mega,https://runrepeat.com/under-armour-slipspeed-mega,https://cdn.runrepeat.com/storage/gallery/product_primary/40437/under-armour-slip-speed-mega-22701459-720.jpg,90 Great!,$140,Daily running,Neutral,11.7 oz / 332g 11.3 oz / 320g,,11.9 mm 10.0 mm,Heel,24.2 HA,Small,Good,Bad,Bad,Warm,40.7 mm,28.8 mm,11.9 mm,17.7N,34.7N,Under Armour,90,140.0,11.9,11.7 oz (332g),332.0,,,,,,,,,,,,,,,,,,
Nike Revolution 8,https://runrepeat.com/nike-revolution-8,https://cdn.runrepeat.com/storage/gallery/product_primary/40833/nike-revolution-8-23547772-720.jpg,78 Decent!,$70,Daily running,Neutral,9.3 oz / 264g 9.5 oz / 270g,,8.8 mm 10.0 mm,HeelMid/forefoot,23.5 HA,Normal,Good,Good,Decent,3,31.8 mm,23.0 mm,8.8 mm,9.1N,,Nike,78,70.0,8.8,9.3 oz (264g),264.0,,,,,,,,,,,,,,,,,,
On Cloudgo,https://runrepeat.com/on-cloudgo,https://cdn.runrepeat.com/storage/gallery/product_primary/39118/on-cloudgo-21216742-720.jpg,89 Great!,$150,Daily runningTempo,Neutral,9.1 oz / 259g 7.5 oz / 214g,,11.2 mm 11.0 mm,Heel,28.1 HA,Small,Bad,Bad,Good,3,33.8 mm,22.6 mm,11.2 mm,,14.0N,On,89,150.0,11.2,9.1 oz (259g),259.0,,,,,,,,,,,,,,,,,,
On Cloudflow 4,https://runrepeat.com/on-cloudflow-4-0,https://cdn.runrepeat.com/storage/gallery/product_primary/40230/on-cloudflow-4-21216739-720.jpg,90 Great!,$160,Daily runningTempo,Neutral,8.6 oz / 245g 9.2 oz / 260g,✓,7.9 mm 8.0 mm,Mid/forefoot,28.3 HA,Small,Decent,Decent,Good,Moderate,36.1 mm,28.2 mm,7.9 mm,15.7N,22.0N,On,90,160.0,7.9,,,,,,,,,,,,,,,,,,,,
Brooks Launch 8,https://runrepeat.com/brooks-launch-8,https://cdn.runrepeat.com/storage/gallery/product_primary/36669/brooks-launch-8-hero-2-15915104-720.jpg,90 Great!,$100,Daily runningTempo,Neutral,8.5 oz / 240g 8.8 oz / 249g,✓,9.6 mm 10.0 mm,HeelMid/forefoot,-,-,-,-,-,-,30.5 mm,20.9 mm,9.6 mm,,,Brooks,90,100.0,9.6,8.5 oz (240g),240.0,,,111.3 mm,89.5 mm,,,,,,,,,,,,,,
ASICS Gel Contend 8,https://runrepeat.com/asics-gel-contend-8,https://cdn.runrepeat.com/storage/gallery/product_primary/39371/asics-gel-contend-8-21232031-720.jpg,84 Good!,$70,Daily running,Neutral,9.2 oz / 260g 10.3 oz / 293g,✗,9.1 mm 10.0 mm,HeelMid/forefoot,25.6 HA,Small,-,-,-,Breathable,31.1 mm,22.0 mm,9.1 mm,,21.3N,ASICS,84,70.0,9.1,9.2 oz (260g),260.0,,,,,,,,,,,,,,,,,,
ASICS Noosa Tri 16,https://runrepeat.com/asics-noosa-tri-16,https://cdn.runrepeat.com/storage/gallery/product_primary/40414/asics-noosa-tri-16-21793774-720.jpg,84 Good!,$135,Daily runningTempo,Neutral,7.7 oz / 217g 7.6 oz / 215g,✓,5.9 mm 5.0 mm,Mid/forefoot,18.3 HA,Small,Bad,Good,Decent,Breathable,32.8 mm,26.9 mm,5.9 mm,14.6N,20.7N,ASICS,84,135.0,5.9,,,,,,,,,,,,,,,,,,,,
Topo Traverse,https://runrepeat.com/topo-athletic-traverse,https://cdn.runrepeat.com/storage/gallery/product_primary/40410/topo-traverse-22660441-720.jpg,90 Great!,$150,,Neutral,10.9 oz / 308g 10.6 oz / 300g,,4.8 mm 5.0 mm,Mid/forefoot,23.5 HA,Small,Bad,Good,Good,Moderate,30.8 mm,26.0 mm,4.8 mm,,20.8N,Topo Athletic,90,150.0,4.8,10.9 oz (308g),308.0,LightModerate,30.8 mm 30.0 mm,,,,,,,,,,,,,,,,
Brooks Aurora-BL,https://runrepeat.com/brooks-aurora-bl,https://cdn.runrepeat.com/storage/gallery/product_primary/37295/brooks-aurora-bl-21529504-720.jpg,90 Great!,$200,Daily running,Neutral,8.7 oz / 247g 8.5 oz / 240g,✓,8.7 mm 6.0 mm,HeelMid/forefoot,15.3 HA,Small,Bad,Bad,Good,Moderate,37.0 mm,28.3 mm,8.7 mm,,20.2N,Brooks,90,200.0,8.7,8.7 oz (247g),247.0,,,,,,,,,,,,,,,,,,
New Balance Fresh Foam X Evoz v4,https://runrepeat.com/new-balance-fresh-foam-x-evoz-v-4,https://cdn.runrepeat.com/storage/gallery/product_primary/40701/new-balance-fresh-foam-x-evoz-v-4-22984716-720.jpg,82 Good!,$100,Daily running,Neutral,10.1 oz / 286g 10.6 oz / 301g,,5.5 mm 8.0 mm,Mid/forefoot,18.6 HA,Small,Decent,Decent,Decent,4,31.4 mm,25.9 mm,5.5 mm,17.4N,,New Balance,82,100.0,5.5,10.1 oz (286g),286.0,,,,,,,,,,,,,,,,,,
Brooks Addiction GTS 15,https://runrepeat.com/brooks-addiction-gts-15,https://cdn.runrepeat.com/storage/gallery/product_primary/39293/brooks-addiction-gts-15-21532789-720.jpg,85 Good!,$140,Daily running,Motion control,12.5 oz / 353g 12.2 oz / 346g,✗,12.1 mm 12.0 mm,Heel,30.1 HA,Small,Decent,Good,Good,Moderate,36.5 mm,24.4 mm,12.1 mm,,30.1N,Brooks,85,140.0,12.1,12.5 oz (353g),353.0,,,,,,,,,,,,,,,,,,
Adidas Adizero Takumi Sen 10,https://runrepeat.com/adidas-adizero-takumi-sen-10,https://cdn.runrepeat.com/storage/gallery/product_primary/40282/adidas-adizero-takumi-sen-10-21639007-720.jpg,89 Great!,$180,CompetitionTempo,Neutral,7.1 oz / 200g 6.9 oz / 196g,✓,7.8 mm 6.0 mm,Mid/forefoot,13.4 HA,Small,Bad,Good,Bad,Breathable,30.6 mm,22.8 mm,7.8 mm,16.2N,29.9N,Adidas,89,180.0,7.8,,,,,,,,,,,,,,,,,,,,
Brooks Hyperion Elite 4 PB,https://runrepeat.com/brooks-hyperion-elite-4-pb,https://cdn.runrepeat.com/storage/gallery/product_primary/40689/brooks-hyperion-elite-4-pb-22891724-720.jpg,89 Great!,$250,Competition,Neutral,6.9 oz / 197g 7.3 oz / 207g,✓,11.7 mm 8.0 mm,Heel,19.5 HA,Small,Decent,Good,Decent,Breathable,38.5 mm,26.8 mm,11.7 mm,24.0N,,Brooks,89,250.0,11.7,6.9 oz (197g),197.0,,,,,,,,,,,,,,,,,,
PUMA Velocity Nitro 2,https://runrepeat.com/puma-velocity-nitro-2,https://cdn.runrepeat.com/storage/gallery/product_primary/38037/puma-velocity-nitro-2-29-16337983-720.jpg,88 Great!,$120,Daily runningTempo,Neutral,9.3 oz / 264g 9.1 oz / 257g,✗,10.8 mm 10.0 mm,Heel,-,-,-,-,-,-,35.4 mm,24.6 mm,10.8 mm,,31.2N,PUMA,88,120.0,10.8,9.3 oz (264g),264.0,,,110.9 mm,,,,,,,,,,,,,,,
Under Armour Charged Assert 9,https://runrepeat.com/under-armour-charged-assert-9,https://cdn.runrepeat.com/storage/gallery/product_primary/37378/under-armour-charged-assert-9-21232007-720.jpg,84 Good!,$70,Daily running,Neutral,10.2 oz / 290g 9.9 oz / 281g,,10.9 mm 10.0 mm,Heel,27.8 HA,Small,Bad,Bad,-,3,34.0 mm,23.1 mm,10.9 mm,,17.7N,Under Armour,84,70.0,10.9,10.2 oz (290g),290.0,,,,,,,,,,,,,,,,,,
Under Armour Charged Assert 10,https://runrepeat.com/under-armour-charged-assert-10,https://cdn.runrepeat.com/storage/gallery/product_primary/40018/under-armour-charged-assert-10-21232008-720.jpg,81 Good!,$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,,9.4 mm 10.0 mm,HeelMid/forefoot,31.1 HA,Small,Bad,Bad,-,Moderate,32.0 mm,22.6 mm,9.4 mm,14.5N,17.4N,Under Armour,81,75.0,9.4,10.5 oz (298g),298.0,,,,,,,,,,,,,,,,,,
