Marca,Modelo,Aprovado_Pista,Aprovado_Saltos,Aprovado_Arremessos,Aprovado_Estrada_Marcha,Aprovado_Cross_Country,Tem_Data_Validade,Validade_Inicio,Validade_Fim,Nome_Original_Completo
361 Degrees,Biospeed Future,True,True,True,True,True,False,,,Biospeed Future
361 Degrees,Biospeed pro,False,False,False,True,True,False,,,Biospeed pro
361 Degrees,Flame,False,False,False,True,True,False,,,Flame
361 Degrees,Flame 2,False,False,False,True,True,False,,,Flame 2
361 Degrees,FLAME 5,False,False,False,True,True,True,24 SEP 2025,23 SEP 2026,"FLAME 5
VALID: 24 SEP 2025 - 23 SEP 2026"
361 Degrees,FLAME 5 FUTURE,False,False,False,True,True,True,06 AUG 2025,05 AUG 2026,"FLAME 5 FUTURE
VALID: 06 AUG 2025 - 05 AUG 2026"
361 Degrees,Furious,False,False,False,True,True,False,,,Furious
361 Degrees,Furious 2,False,False,False,True,True,False,,,Furious 2
361 Degrees,Furious Future,False,False,False,True,True,False,,,Furious Future
361 Degrees,Furious Future 2,False,False,False,True,True,False,,,Furious Future 2
361 Degrees,mironude,False,False,False,True,True,False,,,mironude
361 Degrees,MIRONUDE2,False,False,False,True,True,False,,,MIRONUDE2
910 Nineten,Geist Ekiden Pro,False,False,False,True,True,True,19 MAR 2025,18 MAR 2026,"Geist Ekiden Pro
VALID: 19 MAR 2025 - 18 MAR 2026"
910 Nineten,Haze Pro,False,False,False,True,True,False,,,Haze Pro
Adidas,Adizero Adios 3,False,False,False,True,True,False,,,Adizero Adios 3
Adidas,Adizero Adios 4,False,False,False,True,True,False,,,Adizero Adios 4
Adidas,Adizero Adios 5,False,False,False,True,True,False,,,Adizero Adios 5
Adidas,Adizero Adios 6,False,False,False,True,True,False,,,Adizero Adios 6
Adidas,Adizero Adios 8,False,False,False,True,True,False,,,Adizero Adios 8
Adidas,Adizero Adios 9,False,False,False,True,True,False,,,Adizero Adios 9
Adidas,Adizero Adios Pro,False,False,False,True,True,False,,,Adizero Adios Pro
Adidas,Adizero Adios Pro 2,False,False,False,True,True,False,,,Adizero Adios Pro 2
Adidas,Adizero Adios Pro 3,False,False,False,True,True,False,,,Adizero Adios Pro 3
Adidas,Adizero Adios Pro 4,False,False,False,True,True,False,,,Adizero Adios Pro 4
Adidas,Adizero Adios Pro Evo 1,False,False,False,True,True,False,,,Adizero Adios Pro Evo 1
Adidas,Adizero Adios Pro Evo 1 v2,False,False,False,True,True,False,,,Adizero Adios Pro Evo 1 v2
Adidas,Adizero Adios Pro Evo 2,False,False,False,True,True,False,,,Adizero Adios Pro Evo 2
Adidas,ADIZERO ADIOS PRO EVO2 DEV,False,False,False,True,True,True,14 AUG 2025,13 AUG 2026,"ADIZERO ADIOS PRO EVO2 DEV
VALID: 14 AUG 2025 - 13 AUG 2026"
Adidas,Adizero Ambition,True,False,True,True,True,False,,,Adizero Ambition
Adidas,Adizero Ambition 2,True,False,True,True,True,False,,,Adizero Ambition 2
Adidas,Adizero Ambition 24,True,False,True,True,True,False,,,Adizero Ambition 24
Adidas,Adizero Ambition Boost,True,False,True,True,True,False,,,Adizero Ambition Boost
Adidas,Adizero Avanti,True,True,True,True,True,False,,,Adizero Avanti
Adidas,Adizero Avanti 24,True,True,True,True,True,False,,,Adizero Avanti 24
Adidas,Adizero Avanti Boost,True,True,True,True,True,False,,,Adizero Avanti Boost
Adidas,Adizero Avanti LJ,True,True,True,True,True,False,,,Adizero Avanti LJ
Adidas,ADIZERO AVANTI LJ DEV,True,True,True,True,True,True,23 MAY 2025,22 MAY 2026,"ADIZERO AVANTI LJ DEV
VALID: 23 MAY 2025 - 22 MAY 2026"
Adidas,Adizero Avanti TYO,True,True,True,True,True,False,,,Adizero Avanti TYO
Adidas,ADIZERO AVANTI XC,True,True,True,True,True,False,,,ADIZERO AVANTI XC
Adidas,Adizero Boston 10,False,False,False,True,True,False,,,Adizero Boston 10
Adidas,Adizero Boston 8,False,False,False,True,True,False,,,Adizero Boston 8
Adidas,Adizero Boston 9,False,False,False,True,True,False,,,Adizero Boston 9
Adidas,Adizero Discus Hammer,True,True,True,True,True,False,,,Adizero Discus Hammer
Adidas,Adizero Finesse,True,True,True,True,True,False,,,Adizero Finesse
Adidas,Adizero Finesse 24,True,False,True,True,True,False,,,Adizero Finesse 24
Adidas,Adizero High Jump,True,True,True,True,True,False,,,Adizero High Jump
Adidas,Adizero HJ,True,True,True,True,True,False,,,Adizero HJ
Adidas,Adizero HJ FL,True,True,True,True,True,False,,,Adizero HJ FL
Adidas,Adizero Javelin,True,True,True,True,True,False,,,Adizero Javelin
Adidas,Adizero Javelin (22),True,True,True,True,True,False,,,Adizero Javelin (22)
Adidas,Adizero Javelin 24,True,True,True,True,True,False,,,Adizero Javelin 24
Adidas,Adizero LJ,True,True,True,True,True,False,,,Adizero LJ
Adidas,Adizero LJ (3),True,True,True,True,True,False,,,Adizero LJ (3)
Adidas,Adizero Prime SP,True,False,True,True,True,False,,,Adizero Prime SP
Adidas,Adizero Prime SP 3 Strung,True,False,True,True,True,False,,,Adizero Prime SP 3 Strung
Adidas,ADIZERO PRIME SP 4,True,False,True,True,True,False,,,ADIZERO PRIME SP 4
Adidas,Adizero Prime SP2,True,False,True,True,True,False,,,Adizero Prime SP2
Adidas,Adizero Pro,False,False,False,True,True,False,,,Adizero Pro
Adidas,Adizero RC 2,False,False,False,True,True,False,,,Adizero RC 2
Adidas,Adizero Sub 2,False,False,False,True,True,False,,,Adizero Sub 2
Adidas,Adizero Takumi Ren 3,False,False,False,True,True,False,,,Adizero Takumi Ren 3
Adidas,Adizero Takumi Sen 10,False,False,False,True,True,False,,,Adizero Takumi Sen 10
Adidas,Adizero Takumi Sen 11,False,False,False,True,True,False,,,Adizero Takumi Sen 11
Adidas,Adizero Takumi Sen 5,False,False,False,True,True,False,,,Adizero Takumi Sen 5
Adidas,Adizero Takumi Sen 6,False,False,False,True,True,False,,,Adizero Takumi Sen 6
Adidas,Adizero Takumi Sen 7,False,False,False,True,True,False,,,Adizero Takumi Sen 7
Adidas,Adizero Takumi Sen 8,False,False,False,True,True,False,,,Adizero Takumi Sen 8
Adidas,Adizero Takumi Sen 9,False,False,False,True,True,False,,,Adizero Takumi Sen 9
Adidas,Adizero Throws,True,True,True,True,True,False,,,Adizero Throws
Adidas,Adizero TJ 2,True,True,True,True,True,False,,,Adizero TJ 2
Adidas,ADIZERO TJ/PV (2),True,True,True,True,True,False,,,ADIZERO TJ/PV (2)
Adidas,Adizero TJ/PV (with orange sockliner),True,True,True,True,True,False,,,Adizero TJ/PV (with orange sockliner)
Adidas,Rio Adizero MD,True,True,True,True,True,False,,,Rio Adizero MD
Adidas,Throwstar,True,True,True,True,True,False,,,Throwstar
Altra Running,Vanish Carbon,False,False,False,True,True,False,,,Vanish Carbon
Altra Running,Vanish Carbon 2,False,False,False,True,True,False,,,Vanish Carbon 2
ANTA,C10 PRO,False,False,False,True,True,False,,,C10 PRO
ANTA,C10 PRO 1.5,False,False,False,True,True,False,,,C10 PRO 1.5
ANTA,C10 PRO 2,False,False,False,True,True,True,10 JAN 2025,09 JAN 2026,"C10 PRO 2
VALID: 10 JAN 2025 - 09 JAN 2026"
ANTA,C10 PRO 2 CSP,False,False,False,True,True,True,04 JUN 2025,03 JUN 2026,"C10 PRO 2 CSP
VALID: 04 JUN 2025 - 03 JUN 2026"
ANTA,C10 PRO 2 LCSP,False,False,False,True,True,True,16 JUN 2025,15 JUN 2026,"C10 PRO 2 LCSP
VALID: 16 JUN 2025 - 15 JUN 2026"
ANTA,C10 PRO 2.0,False,False,False,True,True,False,,,C10 PRO 2.0
ANTA,C202 5 GT,False,False,False,True,True,False,,,C202 5 GT
ANTA,C202 5 GT PRO,False,False,False,True,True,False,,,C202 5 GT PRO
ANTA,C202 6,False,False,False,True,True,False,,,C202 6
ANTA,C202 6 PRO,False,False,False,True,True,False,,,C202 6 PRO
ANTA,C202 G9,False,False,False,True,True,False,,,C202 G9
ANTA,C202 G9 2,False,False,False,True,True,False,,,C202 G9 2
ANTA,Hai Lang,False,False,False,True,True,False,,,Hai Lang
ANTA,TRACKEDGE LD,True,False,True,True,True,False,,,TRACKEDGE LD
ANTA,TRACKEDGE SP -Dev,True,False,True,True,True,True,21 OCT 2025,20 OCT 2026,"TRACKEDGE SP -Dev
VALID: 21 OCT 2025 - 20 OCT 2026"
Asics,Cosmoracer LD 2,True,True,True,True,True,False,,,Cosmoracer LD 2
Asics,Cosmoracer LD 3,True,True,True,True,True,False,,,Cosmoracer LD 3
Asics,Cosmoracer MD 2,True,True,True,True,True,False,,,Cosmoracer MD 2
Asics,COSMORACER MD 3,True,False,True,True,True,False,,,COSMORACER MD 3
Asics,CYBER THROW LONDON,True,True,True,True,True,False,,,CYBER THROW LONDON
Asics,Cyberblade 16,True,False,True,True,True,False,,,Cyberblade 16
Asics,CYBERBLADE 17,True,False,True,True,True,False,,,CYBERBLADE 17
Asics,Cyberblade HF,True,False,True,True,True,False,,,Cyberblade HF
Asics,DSPURT FX,True,True,True,True,True,False,,,DSPURT FX
Asics,Duo Japan,True,True,True,True,True,False,,,Duo Japan
Asics,Effort 13,True,True,True,True,True,False,,,Effort 13
Asics,Effort MK,True,True,True,True,True,False,,,Effort MK
Asics,EvoRide,False,False,False,True,True,False,,,EvoRide
Asics,FREAKS JAPAN,False,False,False,True,True,False,,,FREAKS JAPAN
Asics,GEL-DS TRAINER 25,False,False,False,True,True,False,,,GEL-DS TRAINER 25
Asics,GEL-FEATHER GLIDE 5,False,False,False,True,True,False,,,GEL-FEATHER GLIDE 5
Asics,Gun Lap 2,True,True,True,True,True,False,,,Gun Lap 2
Asics,Gun Lap 3,True,False,True,True,True,False,,,Gun Lap 3
Asics,Heat Fly,True,True,True,True,True,False,,,Heat Fly
Asics,HEAT FLY 2,True,True,True,True,True,False,,,HEAT FLY 2
Asics,HEAT THROW,True,True,True,True,True,False,,,HEAT THROW
Asics,HEAT THROW 2,True,True,True,True,True,False,,,HEAT THROW 2
Asics,Heatflat 12,True,True,True,True,True,False,,,Heatflat 12
Asics,Heatflat FR 7,True,True,True,True,True,False,,,Heatflat FR 7
Asics,Heatsprint 13,True,True,True,True,True,False,,,Heatsprint 13
Asics,Heatsprint FR 8,True,True,True,True,True,False,,,Heatsprint FR 8
Asics,HI JUMP PRO (L),True,True,True,True,True,False,,,HI JUMP PRO (L)
Asics,HI JUMP PRO (R),True,True,True,True,True,False,,,HI JUMP PRO (R)
Asics,High Jump Pro 2 (L),True,True,True,True,True,False,,,High Jump Pro 2 (L)
Asics,High Jump Pro 2 (R),True,True,True,True,True,False,,,High Jump Pro 2 (R)
Asics,High Jump Pro 3 (L),True,True,True,True,True,False,,,High Jump Pro 3 (L)
Asics,High Jump Pro 3 (R),True,True,True,True,True,False,,,High Jump Pro 3 (R)
Asics,HT-JAPAN,True,True,True,True,True,False,,,HT-JAPAN
Asics,Hyper LD 6,True,True,True,True,True,False,,,Hyper LD 6
Asics,Hyper MD 7,True,True,True,True,True,False,,,Hyper MD 7
Asics,Hyper MD 8,True,True,True,True,True,False,,,Hyper MD 8
Asics,HYPER RACER,True,True,True,True,True,False,,,HYPER RACER
Asics,HYPER SPEED,False,False,False,True,True,False,,,HYPER SPEED
Asics,HYPER SPEED 2,False,False,False,True,True,False,,,HYPER SPEED 2
Asics,HYPER SPEED 3,False,False,False,True,True,False,,,HYPER SPEED 3
Asics,HYPER SPEED 4,False,False,False,True,True,False,,,HYPER SPEED 4
Asics,Hyper Throw 3,True,True,True,True,True,False,,,Hyper Throw 3
Asics,Hypersprint 7,True,True,True,True,True,False,,,Hypersprint 7
Asics,Hypersprint 8,True,True,True,True,True,False,,,Hypersprint 8
Asics,Japan Arch,True,True,True,True,True,False,,,Japan Arch
Asics,JAPAN-AR,True,True,True,True,True,False,,,JAPAN-AR
Asics,Javelin Pro 2,True,True,True,True,True,False,,,Javelin Pro 2
Asics,Javelin Pro 3,True,True,True,True,True,False,,,Javelin Pro 3
Asics,Javelin Pro 4,True,True,True,True,True,False,,,Javelin Pro 4
Asics,JETSPRINT,True,True,True,True,True,False,,,JETSPRINT
Asics,JETSPRINT (KY),True,True,True,True,True,False,,,JETSPRINT (KY)
Asics,JETSPRINT 2,True,True,True,True,True,False,,,JETSPRINT 2
Asics,JETSPRINT 3,True,True,True,True,True,False,,,JETSPRINT 3
Asics,Long Jump Pro,True,True,True,True,True,False,,,Long Jump Pro
Asics,Long Jump Pro 2,True,False,True,True,True,False,,,Long Jump Pro 2
Asics,Long Jump Pro 3,True,True,True,True,True,False,,,Long Jump Pro 3
Asics,LYTERACER 2,False,False,False,True,True,False,,,LYTERACER 2
Asics,MAGIC SPEED,False,False,False,True,True,False,,,MAGIC SPEED
Asics,MAGIC SPEED 2,False,False,False,True,True,False,,,MAGIC SPEED 2
Asics,MAGIC SPEED 3,False,False,False,True,True,False,,,MAGIC SPEED 3
Asics,MAGICSPEED 3,False,False,False,True,True,False,,,MAGICSPEED 3
Asics,MARATHON EO JAPAN,False,False,False,True,True,False,,,MARATHON EO JAPAN
Asics,MARATHON EO RP,False,False,False,True,True,False,,,MARATHON EO RP
Asics,MARATHON EO SEIHA,False,False,False,True,True,False,,,MARATHON EO SEIHA
Asics,ME5 TYPE-1,False,False,False,True,True,True,27 OCT 2025,26 OCT 2026,"ME5 TYPE-1
VALID: 27 OCT 2025 - 26 OCT 2026"
Asics,METARACER,False,False,False,True,True,False,,,METARACER
Asics,METASPEED EDGE,False,False,False,True,True,False,,,METASPEED EDGE
Asics,METASPEED EDGE PARIS,False,False,False,True,True,False,,,METASPEED EDGE PARIS
Asics,METASPEED EDGE TOKYO,False,False,False,True,True,False,,,METASPEED EDGE TOKYO
Asics,METASPEED EDGE+,False,False,False,True,True,False,,,METASPEED EDGE+
Asics,Metaspeed LD 1.5,True,True,True,True,True,False,,,Metaspeed LD 1.5
Asics,METASPEED LD 2,True,True,True,True,True,False,,,METASPEED LD 2
Asics,METASPEED LD 2 F,True,True,True,True,True,False,,,METASPEED LD 2 F
Asics,METASPEED LD LE 2,True,True,True,True,True,False,,,METASPEED LD LE 2
Asics,Metaspeed MD,True,True,True,True,True,False,,,Metaspeed MD
Asics,METASPEED RAY,False,False,False,True,True,False,,,METASPEED RAY
Asics,METASPEED RW,False,False,False,True,True,False,,,METASPEED RW
Asics,METASPEED SKY,False,False,False,True,True,False,,,METASPEED SKY
Asics,METASPEED SKY PARIS,False,False,False,True,True,False,,,METASPEED SKY PARIS
Asics,METASPEED SKY TOKYO,False,False,False,True,True,False,,,METASPEED SKY TOKYO
Asics,METASPEED SKY+,False,False,False,True,True,False,,,METASPEED SKY+
Asics,Metaspeed SP,True,False,True,True,True,False,,,Metaspeed SP
Asics,Metaspeed SP 0,True,False,True,True,True,False,,,Metaspeed SP 0
Asics,Metaspeed SP 1.5,True,False,True,True,True,False,,,Metaspeed SP 1.5
Asics,METASPEED SP 1.5 F,True,False,True,True,True,False,,,METASPEED SP 1.5 F
Asics,Metaspeed SP 2,True,False,True,True,True,False,,,Metaspeed SP 2
Asics,Metaspeed SP LE,True,False,True,True,True,False,,,Metaspeed SP LE
Asics,Metaspeed SP2 F,True,False,True,True,True,False,,,Metaspeed SP2 F
Asics,Metasprint Tokyo,True,True,True,True,True,False,,,Metasprint Tokyo
Asics,MR2 TYPE-1,False,False,False,True,True,True,27 OCT 2025,26 OCT 2026,"MR2 TYPE-1
VALID: 27 OCT 2025 - 26 OCT 2026"
Asics,MS LD LE 2,True,True,True,True,True,True,10 FEB 2025,09 FEB 2026,"MS LD LE 2
VALID: 10 FEB 2025 - 09 FEB 2026"
Asics,MS SP2 F,True,False,True,True,True,True,10 FEB 2025,09 FEB 2026,"MS SP2 F
VALID: 10 FEB 2025 - 09 FEB 2026"
Asics,MS5 TYPE-1,False,False,False,True,True,True,27 OCT 2025,26 OCT 2026,"MS5 TYPE-1
VALID: 27 OCT 2025 - 26 OCT 2026"
Asics,MX TYPE-A,False,False,False,True,True,True,09 SEP 2025,08 SEP 2026,"MX TYPE-A
VALID: 09 SEP 2025 - 08 SEP 2026"
Asics,MX TYPE-B,False,False,False,True,True,True,09 SEP 2025,08 SEP 2026,"MX TYPE-B
VALID: 09 SEP 2025 - 08 SEP 2026"
Asics,S4,False,False,False,True,True,False,,,S4
Asics,SD-Japan,True,True,True,True,True,False,,,SD-Japan
Asics,SKYSENSOR JAPAN,False,False,False,True,True,False,,,SKYSENSOR JAPAN
Asics,Sonic Sky Pro,True,True,True,True,True,False,,,Sonic Sky Pro
Asics,Sonicsprint Elite,True,False,True,True,True,False,,,Sonicsprint Elite
Asics,Sonicsprint Elite 2,True,False,True,True,True,False,,,Sonicsprint Elite 2
Asics,Sonicsprint Elite 3,True,False,True,True,True,False,,,Sonicsprint Elite 3
Asics,SORTIE JAPAN,False,False,False,True,True,False,,,SORTIE JAPAN
Asics,SORTIE JAPANSEIHA 2,False,False,False,True,True,False,,,SORTIE JAPANSEIHA 2
Asics,SORTIEMAGIC LT,False,False,False,True,True,False,,,SORTIEMAGIC LT
Asics,SORTIEMAGIC LT 2,False,False,False,True,True,False,,,SORTIEMAGIC LT 2
Asics,SORTIEMAGIC LT 2 TENKA,False,False,False,True,True,False,,,SORTIEMAGIC LT 2 TENKA
Asics,SORTIEMAGIC RP 5,False,False,False,True,True,False,,,SORTIEMAGIC RP 5
Asics,SORTIEMAGIC RP 5 TENKA,False,False,False,True,True,False,,,SORTIEMAGIC RP 5 TENKA
Asics,SORTIEMAGIC RP 6,False,False,False,True,True,False,,,SORTIEMAGIC RP 6
Asics,SP BLADE 10,True,False,True,True,True,False,,,SP BLADE 10
Asics,SP Blade 9,True,False,True,True,True,False,,,SP Blade 9
Asics,SP Blade SF 2,True,False,True,True,True,False,,,SP Blade SF 2
Asics,TARTHER JAPAN,False,False,False,True,True,False,,,TARTHER JAPAN
Asics,TARTHER RP,False,False,False,True,True,False,,,TARTHER RP
Asics,TARTHER RP 3,False,False,False,True,True,False,,,TARTHER RP 3
Asics,TARTHEREDGE 2,False,False,False,True,True,False,,,TARTHEREDGE 2
Asics,TARTHEREDGE 3,False,False,False,True,True,False,,,TARTHEREDGE 3
Asics,TARTHERZEAL 6,False,False,False,True,True,False,,,TARTHERZEAL 6
Asics,TF Spike SO (BD),True,False,True,True,True,False,,,TF Spike SO (BD)
Asics,TF Spike SO (JP),True,True,True,True,True,False,,,TF Spike SO (JP)
Asics,TF Spike SO (RY),True,False,True,True,True,False,,,TF Spike SO (RY)
Asics,Throw Pro 2,True,True,True,True,True,False,,,Throw Pro 2
Asics,Throw Pro 3,True,True,True,True,True,False,,,Throw Pro 3
Asics,Triple Jump Pro,True,True,True,True,True,False,,,Triple Jump Pro
Asics,Triple Jump Pro 2,True,True,True,True,True,False,,,Triple Jump Pro 2
Asics,Windsprint 2,True,True,True,True,True,False,,,Windsprint 2
Asics,Windsprint 3,True,True,True,True,True,False,,,Windsprint 3
Atreyu,The Artist,False,False,False,True,True,False,,,The Artist
Beijing BMAI Sports Goods,BMAI CARBON 2.0,False,False,False,True,True,False,,,BMAI CARBON 2.0
Beijing BMAI Sports Goods,BMAI Carbon 3.0,False,False,False,True,True,False,,,BMAI Carbon 3.0
Beijing BMAI Sports Goods,BMAI Carbon 3.0 Turbo,False,False,False,True,True,False,,,BMAI Carbon 3.0 Turbo
Beijing BMAI Sports Goods,BMAI CARBON FLY,False,False,False,True,True,False,,,BMAI CARBON FLY
Brooks,Draft XC,True,True,True,True,True,False,,,Draft XC
Brooks,ELMN8 5,True,True,True,True,True,False,,,ELMN8 5
Brooks,ELMN8 6,True,True,True,True,True,False,,,ELMN8 6
Brooks,ELMN8 7-R2,True,True,True,True,True,False,,,ELMN8 7-R2
Brooks,Hyperion 2,False,False,False,True,True,False,,,Hyperion 2
Brooks,Hyperion Elite 2,False,False,False,True,True,False,,,Hyperion Elite 2
Brooks,Hyperion Elite 3,False,False,False,True,True,False,,,Hyperion Elite 3
Brooks,Hyperion Elite 4,False,False,False,True,True,False,,,Hyperion Elite 4
Brooks,Hyperion Elite 4 PB,False,False,False,True,True,False,,,Hyperion Elite 4 PB
Brooks,Hyperion Elite 5,False,False,False,True,True,False,,,Hyperion Elite 5
Brooks,Hyperion Elite 6 R1,False,False,False,True,True,True,22 APR 2025,21 APR 2026,"Hyperion Elite 6 R1
VALID: 22 APR 2025 - 21 APR 2026"
Brooks,Hyperion Elite LD,True,True,True,True,True,False,,,Hyperion Elite LD
Brooks,Hyperion Elite LD 2,True,False,True,True,True,False,,,Hyperion Elite LD 2
Brooks,Hyperion Elite LD 2 R1,True,True,True,True,True,True,01 FEB 2025,31 JAN 2026,"Hyperion Elite LD 2 R1
VALID: 01 FEB 2025 - 31 JAN 2026"
Brooks,Hyperion Elite LD 2 R2,True,False,True,True,True,True,21 MAY 2025,20 MAY 2026,"Hyperion Elite LD 2 R2
VALID: 21 MAY 2025 - 20 MAY 2026"
Brooks,Hyperion Elite MD,True,True,True,True,True,False,,,Hyperion Elite MD
Brooks,Hyperion Elite MD 2,True,True,True,True,True,False,,,Hyperion Elite MD 2
Brooks,Hyperion Elite MD 2 R1,True,True,True,True,True,True,01 FEB 2025,31 JAN 2026,"Hyperion Elite MD 2 R1
VALID: 01 FEB 2025 - 31 JAN 2026"
Brooks,Hyperion Elite MD 2 R2,True,True,True,True,True,True,13 JUN 2025,12 JUN 2026,"Hyperion Elite MD 2 R2
VALID: 13 JUN 2025 - 12 JUN 2026"
Brooks,Hyperion Tempo 1,False,False,False,True,True,False,,,Hyperion Tempo 1
Brooks,WIRE 6,True,False,True,True,True,False,,,WIRE 6
Craft Sportswear,Kype Pro,False,False,False,True,True,False,,,Kype Pro
Craft Sportswear,Nordlite Speed,False,False,False,True,True,False,,,Nordlite Speed
Decathlon/Kalenji,Kiprun Ultralight,True,True,True,True,True,False,,,Kiprun Ultralight
Decathlon/Kiprun,AT LONG,True,True,True,True,True,False,,,AT LONG
Decathlon/Kiprun,KD 500 2,False,False,False,True,True,False,,,KD 500 2
Decathlon/Kiprun,KD 800,False,False,False,True,True,False,,,KD 800
Decathlon/Kiprun,KD900,False,False,False,True,True,False,,,KD900
Decathlon/Kiprun,KD900LIGHT,False,False,False,True,True,False,,,KD900LIGHT
Decathlon/Kiprun,KD900X,False,False,False,True,True,False,,,KD900X
Decathlon/Kiprun,KD900X LD,False,False,False,True,True,False,,,KD900X LD
Decathlon/Kiprun,KIPRUN AT LONG,True,True,True,True,True,False,,,KIPRUN AT LONG
Descente,DELTA PRO ELITE,False,False,False,True,True,False,,,DELTA PRO ELITE
Descente,DELTA PRO LITE,False,False,False,True,True,False,,,DELTA PRO LITE
Descente,DELTA PRO RACE,False,False,False,True,True,False,,,DELTA PRO RACE
